StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MSHmeans_1,MSHmeansConQ_1,MSHmeansTime_First Click,MSHmeansTime_Last Click,MSHmeansTime_Page Submit,MSHmeansTime_Click Count,MSHcons_1,MSHconsConQ_1,MSHConsTime_First Click,MSHConsTime_Last Click,MSHConsTime_Page Submit,MSHConsTime_Click Count,MSHside_1,MSHsideConQ_1,MSHsideTime_First Click,MSHsideTime_Last Click,MSHsideTime_Page Submit,MSHsideTime_Click Count,MSHsidecons_1,MSHsideconsConQ_1,MSHsideconsTime_First Click,MSHsideconsTime_Last Click,MSHsideconsTime_Page Submit,MSHsideconsTime_Click Count,NSmeans_1,NSmeansConQ_1,NSmeansTime_First Click,NSmeansTime_Last Click,NSmeansTime_Page Submit,NSmeansTime_Click Count,NScons_1,NSconsConQ_1,NSconsTime_First Click,NSconsTime_Last Click,NSconsTime_Page Submit,NSconsTime_Click Count,NSside_1,NSsideConQ_16,NSsideTime_First Click,NSsideTime_Last Click,NSsideTime_Page Submit,NSsideTime_Click Count,NSsidecons_1,NSsideconsConQ_1,NSsideconsTime_First Click,NSsideconsTime_Last Click,NSsideconsTime_Page Submit,NSsideconsTime_Click Count,MRmeans_1,MRmeansConQ_1,MRmeansTime_First Click,MRmeansTime_Last Click,MRmeansTime_Page Submit,MRmeansTime_Click Count,MRcons_1,MRconsConQ_1,MRconsTime_First Click,MRconsTime_Last Click,MRconsTime_Page Submit,MRconsTime_Click Count,MRside_1,MRsideConQ_1,MRsideTime_First Click,MRsideTime_Last Click,MRsideTime_Page Submit,MRsideTime_Click Count,MRsidecons_1,MRsideconsConQ_1,MRsideconsTime_First Click,MRsideconsTime_Last Click,MRsideconsTime_Page Submit,MRsideconsTime_Click Count,MFTmeans_1,MFTmeansConQ_1,MFTmeansTime_First Click,MFTmeansTime_Last Click,MFTmeansTime_Page Submit,MFTmeansTime_Click Count,MFTcons_1,MFTconsConQ_1,MFTconsTime_First Click,MFTconsTime_Last Click,MFTconsTime_Page Submit,MFTconsTime_Click Count,MFTside_1,MFTsideConQ_1,MFTsideTime_First Click,MFTsideTime_Last Click,MFTsideTime_Page Submit,MFTsideTime_Click Count,MFTsidecons_1,MFTsideconsConQ_1,MFTsideconsTime_First Click,MFTsideconsTime_Last Click,MFTsideconsTime_Page Submit,MFTsideconsTime_Click Count,NPmeans_1,NPmeansConQ_1,NPmeansTime_First Click,NPmeansTime_Last Click,NPmeansTime_Page Submit,NPmeansTime_Click Count,NPcons_1,NPconsConQ_1,NPconsTime_First Click,NPconsTime_Last Click,NPconsTime_Page Submit,NPconsTime_Click Count,NPside_1,NPsideConQ_1,NPsideTime_First Click,NPsideTime_Last Click,NPsideTime_Page Submit,NPsideTime_Click Count,NPsidecons_1,NPsideconsConQ_1,NPsideconsTime_First Click,NPsideconsTime_Last Click,NPsideconsTime_Page Submit,NPsideconsTime_Click Count,SSmeans_1,SSmeansConQ_1,SSmeansTime_First Click,SSmeansTime_Last Click,SSmeansTime_Page Submit,SSmeansTime_Click Count,SScons_1,SSconsConQ_1,SSconsTime_First Click,SSconsTime_Last Click,SSconsTime_Page Submit,SSconsTime_Click Count,SSside_1,SSsideConQ_1,SSsideTime_First Click,SSsideTime_Last Click,SSsideTime_Page Submit,SSsideTime_Click Count,SSsidecons_1,SSsideconsConQ_1,SSsideconsTime_First Click,SSsideconsTime_Last Click,SSsideconsTime_Page Submit,SSsideconsTime_Click Count,BBmeans_1,BBmeansConQ_1,BBmeansTime_First Click,BBmeansTime_Last Click,BBmeansTime_Page Submit,BBmeansTime_Click Count,BBcons_1,BBconsConQ_1,BBconsTime_First Click,BBconsTime_Last Click,BBconsTime_Page Submit,BBconsTime_Click Count,BBside_1,BBsideConQ_1,BBsideTime_First Click,BBsideTime_Last Click,BBsideTime_Page Submit,BBsideTime_Click Count,BBsidecons_1,BBsideconsConQ_1,BBsideconsTime_First Click,BBsideconsTime_Last Click,BBsideconsTime_Page Submit,BBsideconsTime_Click Count,DemAge,DemEdu,DemRace,DemRace_10_TEXT,DemGen,DemGen_4_TEXT,DemPol_1
8/26/21 14:29,8/26/21 14:35,IP Address,68.59.117.67,100,329,TRUE,8/26/21 14:35,R_24f1RtjMy0zVMxl,,,,,30.77819824,-83.55190277,anonymous,EN,,,,,,,,,,,,,,,,,,,100,100,26.204,29.334,29.826,7,20,0,37.412,39.252,40.222,2,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.774,41.761,42.377,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.393,79.351,79.906,7,,,,,,,100,100,7.029,31.182,32.306,4,,,,,,,,,,,,,,,,,,,,,,,,,50,30,1.48,45.274,45.997,10,,,,,,,,,,,,,100,100,3.687,29.859,30.388,4,,,,,,,,,,,,,28,High school graduate (high school diploma or equivalent including GED),White,,Male,,3
8/26/21 14:29,8/26/21 14:35,IP Address,65.33.104.140,100,377,TRUE,8/26/21 14:35,R_d5Uhk6PNgrXZhy9,,,,,28.02059937,-82.45739746,anonymous,EN,,,,,,,7,24,1.527,56.179,56.797,8,,,,,,,,,,,,,,,,,,,3,78,2.991,21.447,21.95,6,,,,,,,,,,,,,0,38,1.267,150.046,150.726,13,,,,,,,,,,,,,,,,,,,,,,,,,3,83,11.731,31.78,32.212,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,88,0.883,20.228,21.193,7,,,,,,,8,77,0.826,45.625,46.184,16,,,,,,,,,,,,,,,,,,,9,62,0.667,24.431,25.167,14,,,,,,,,,,,,,28,Associate degree in college (2-year),White,,Female,,6
8/26/21 14:31,8/26/21 14:35,IP Address,73.123.179.39,100,224,TRUE,8/26/21 14:35,R_QiyY7xCbqx6Z2tb,,,,,42.46090698,-71.00740051,anonymous,EN,0,0,22.79,25.167,26.594,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,19.184,21.576,22.283,2,,,,,,,,,,,,,92,100,26.525,30.008,30.514,3,,,,,,,,,,,,,,,,,,,34,100,23.097,24.817,25.35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,21.34,22.77,25,2,,,,,,,,,,,,,,,,,,,100,100,31.649,33.796,34.243,2,,,,,,,0,100,21.594,25.082,26.03,2,,,,,,,,,,,,,25,Some college but no degree,East Asian,,Male,,4
8/26/21 14:31,8/26/21 14:36,IP Address,67.52.14.26,100,294,TRUE,8/26/21 14:36,R_1f1b4hB1PYpasjB,,,,,42.97779846,-87.89099884,anonymous,EN,,,,,,,91,0,19.523,22.091,24.223,2,,,,,,,,,,,,,,,,,,,,,,,,,95,0,33.02,35.659,36.985,4,,,,,,,92,0,32.075,36.422,37.837,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,17.735,19.158,38.64,2,,,,,,,,,,,,,97,0,31.011,37.181,38.309,3,,,,,,,,,,,,,,,,,,,,,,,,,93,0,39.256,45.078,46.081,4,,,,,,,,,,,,,93,0,27.312,29.423,31.124,3,,,,,,,39,High school graduate (high school diploma or equivalent including GED),White,,Female,,5
8/26/21 14:30,8/26/21 14:36,IP Address,45.51.176.67,100,349,TRUE,8/26/21 14:36,R_1BXE7vjKI4Lp4U0,,,,,33.88400269,-117.894104,anonymous,EN,,,,,,,,,,,,,,,,,,,100,100,25.008,28.262,29.95,5,,,,,,,,,,,,,,,,,,,80,100,24.989,30.598,34.29,5,,,,,,,,,,,,,,,,,,,100,100,31.679,33.171,34.185,2,,,,,,,30,100,25.184,32.429,36.317,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,100,38.833,42.8,43.744,2,,,,,,,,,,,,,,,,,,,50,100,7.369,56.109,57.359,6,,,,,,,,,,,,,,,,,,,40,70,32.323,82.368,83.353,3,39,Bachelor's degree in college (4-year),Southeast Asian,,Male,,2
8/26/21 14:32,8/26/21 14:36,IP Address,69.148.171.60,100,254,TRUE,8/26/21 14:36,R_3rZHiFvstgYBlGO,,,,,35.84509277,-86.49009705,anonymous,EN,,,,,,,,,,,,,10,0,0,0,28.248,0,,,,,,,20,0,0,0,19.835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,95,0,0,56.836,0,,,,,,,90,95,23.286,27.034,27.625,3,,,,,,,,,,,,,,,,,,,75,80,24.206,27.286,28.524,2,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,0,44.519,0,,,,,,,10,0,0,0,27.813,0,,,,,,,,,,,,,,,,,,,29,Bachelor's degree in college (4-year),White,,Male,,0
8/26/21 14:28,8/26/21 14:36,IP Address,73.169.119.154,100,448,TRUE,8/26/21 14:36,R_ThchvQNGofsqd4R,,,,,39.58920288,-105.1359024,anonymous,EN,10,0,30.016,34.584,36.161,2,,,,,,,,,,,,,,,,,,,,,,,,,49,100,41.495,47.221,48.449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,91,62.987,66.644,67.467,3,,,,,,,10,92,36.346,40.296,41.209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,62,71.453,78.205,79.074,3,40,10,71.286,79.254,80.573,4,,,,,,,,,,,,,,,,,,,,,,,,,41,94,33.193,36.298,37.425,3,,,,,,,,,,,,,62,Bachelor's degree in college (4-year),White,,Female,,6
8/26/21 14:29,8/26/21 14:36,IP Address,212.162.150.4,100,410,TRUE,8/26/21 14:36,R_8eIM6YkWmnG8roR,,,,,41.87770081,-87.63760376,anonymous,EN,,,,,,,,,,,,,,,,,,,75,75,3.078,198.416,209.254,13,,,,,,,,,,,,,,,,,,,72,53,4.978,6.57,7.434,2,71,71,6.195,93.002,112.055,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57,3.249,4.654,5.562,2,,,,,,,,,,,,,49,54,4.276,5.671,8.293,2,,,,,,,,,,,,,,,,,,,,,,,,,58,51,3.311,4.731,7.162,2,,,,,,,,,,,,,,,,,,,45,51,4.037,5.257,10.456,2,,,,,,,29,Bachelor's degree in college (4-year),White,,Male,,1
8/26/21 14:29,8/26/21 14:36,IP Address,174.28.44.186,100,441,TRUE,8/26/21 14:36,R_2bQzbNK3jXV5IXm,,,,,35.24850464,-106.6818008,anonymous,EN,,,,,,,,,,,,,6,1,31.796,38.388,40.496,3,,,,,,,3,1,30.29,35.883,38.092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,41.673,55.548,60.289,4,,,,,,,,,,,,,100,100,34.919,41.518,43.146,3,,,,,,,,,,,,,,,,,,,100,100,36.758,41.852,43.557,3,,,,,,,,,,,,,20,1,80.787,86.435,90.305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,48.972,54.93,56.972,2,45,Some college but no degree,White,,Male,,5
8/26/21 14:31,8/26/21 14:36,IP Address,172.58.46.167,100,326,TRUE,8/26/21 14:36,R_1PRCIXiY0XkbwUH,,,,,47.60339355,-122.3414001,anonymous,EN,,,,,,,,,,,,,,,,,,,100,100,29.622,33.226,33.933,4,,,,,,,,,,,,,100,0,18.905,24.221,24.641,6,,,,,,,100,0,45.679,50.531,52.135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,12.769,16.33,16.946,3,,,,,,,100,100,42.106,43.694,44.318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,76.676,79.1,79.942,2,,,,,,,100,100,8.533,17.505,18.111,9,,,,,,,,,,,,,37,High school graduate (high school diploma or equivalent including GED),"White,Southeast Asian",,Male,,4
8/26/21 14:29,8/26/21 14:37,IP Address,108.41.243.87,100,447,TRUE,8/26/21 14:37,R_2uErdRgnZh4Pkrt,,,,,40.66270447,-73.9138031,anonymous,EN,,,,,,,0,0,2.213,54.772,56.929,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.245,43.85,47.998,3,,,,,,,0,0,2.04,42.414,44.206,3,,,,,,,,,,,,,,,,,,,0,0,1.921,34.662,35.934,3,,,,,,,,,,,,,,,,,,,0,0,2.091,39.994,42.675,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.44,60.573,61.931,4,,,,,,,,,,,,,,,,,,,0,0,2.442,53.644,60.069,3,,,,,,,39,High school graduate (high school diploma or equivalent including GED),Black or African American,,Male,,7
8/26/21 14:33,8/26/21 14:37,IP Address,202.129.197.242,100,268,TRUE,8/26/21 14:37,R_1KjA2A08715pPsV,,,,,11.01420593,76.99411011,anonymous,EN,40,60,5.458,12.962,13.976,7,,,,,,,,,,,,,,,,,,,52,40,52.998,55.5,56.535,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,70,4.603,7.675,8.512,2,,,,,,,,,,,,,80,60,4.65,7.645,8.446,3,,,,,,,,,,,,,50,30,19.104,23.044,48.624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,2.827,10.377,11.143,4,50,70,3.488,9.161,10.055,3,,,,,,,,,,,,,,,,,,,26,Bachelor's degree in college (4-year),White,,Male,,5
8/26/21 14:31,8/26/21 14:37,IP Address,72.128.196.60,100,391,TRUE,8/26/21 14:37,R_1IvdN4vC3KPavLT,,,,,42.66690063,-88.26300049,anonymous,EN,,,,,,,100,91,11.029,17.346,22.921,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,58.74,71.693,72.323,4,,,,,,,,,,,,,100,100,123.266,126.67,134.572,4,,,,,,,,,,,,,,,,,,,,,,,,,100,0,15.024,18.804,24.308,3,,,,,,,100,0,8.777,19.019,23.763,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,9.338,23.966,31.961,3,,,,,,,100,0,9.355,12.709,26.378,4,,,,,,,,,,,,,,,,,,,30,Bachelor's degree in college (4-year),White,,Female,,1
8/26/21 14:32,8/26/21 14:37,IP Address,76.77.45.140,100,341,TRUE,8/26/21 14:37,R_2YPq5dwgJSIq51X,,,,,39.79510498,-76.97940063,anonymous,EN,,,,,,,,,,,,,36,2,37.956,41.218,42.668,3,,,,,,,,,,,,,,,,,,,,,,,,,68,78,17.632,19.736,21.151,2,,,,,,,,,,,,,,,,,,,73,91,22.373,24.565,25.586,3,,,,,,,,,,,,,,,,,,,90,94,14.969,19.874,21.899,4,74,1,17.103,24.239,25.105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,7,140.704,143.805,144.689,4,,,,,,,,,,,,,65,89,10.213,17.336,27.566,3,,,,,,,,,,,,,28,Bachelor's degree in college (4-year),White,,Female,,2
8/26/21 14:29,8/26/21 14:37,IP Address,73.80.90.55,100,520,TRUE,8/26/21 14:37,R_3jTjTJsn9TDjTXU,,,,,39.94599915,-74.15809631,anonymous,EN,,,,,,,,,,,,,,,,,,,100,100,40.825,43.232,44.811,2,,,,,,,60,100,60.183,68.685,70.019,3,,,,,,,,,,,,,,,,,,,55,100,43.253,56.876,58.955,4,,,,,,,,,,,,,25,0,67.191,74.483,83.249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,23.207,26.925,28.753,2,,,,,,,98,100,54.353,58.346,58.692,3,,,,,,,,,,,,,,,,,,,,,,,,,98,0,50.633,63.548,65.511,4,,,,,,,44,Some college but no degree,White,,Male,,3
8/26/21 14:31,8/26/21 14:38,IP Address,73.131.133.185,100,402,TRUE,8/26/21 14:38,R_cRZpmfDNyJSvWUN,,,,,33.05799866,-80.01010132,anonymous,EN,,,,,,,80,90,46.353,57.291,58.728,3,,,,,,,,,,,,,55,0,36.285,39.419,40.965,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,95,37.38,43.902,45.338,2,55,0,23.105,25.061,27.032,2,,,,,,,,,,,,,,,,,,,,,,,,,75,75,53.004,64.235,64.971,6,,,,,,,,,,,,,,,,,,,85,90,53.303,58.935,60.052,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,95,58.298,62.959,63.778,3,32,Some college but no degree,White,,Male,,0
8/26/21 14:31,8/26/21 14:38,IP Address,140.101.167.249,100,397,TRUE,8/26/21 14:38,R_udN1ID0ZJtpHOOR,,,,,33.07569885,-96.78269958,anonymous,EN,,,,,,,65,0,43.668,46.668,48.357,2,,,,,,,,,,,,,,,,,,,95,100,42.62,47.666,48.366,4,,,,,,,,,,,,,,,,,,,,,,,,,90,0,54.131,61.476,62.358,3,,,,,,,,,,,,,,,,,,,50,0,19.149,24.143,27.751,3,,,,,,,,,,,,,100,100,12.325,32.887,34.809,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,17.791,22.715,23.873,5,,,,,,,,,,,,,85,0,5.109,41.447,43.713,3,,,,,,,43,Bachelor's degree in college (4-year),"White,Native American or Alaska Native",,Male,,1
8/26/21 14:29,8/26/21 14:38,IP Address,71.218.238.234,100,541,TRUE,8/26/21 14:38,R_3k7WSYm2LAKnkvL,,,,,39.76280212,-105.0262985,anonymous,EN,,,,,,,,,,,,,,,,,,,70,90,66.441,69.378,75.842,2,,,,,,,70,90,50.365,55.533,66.91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,90,64.311,83.169,84.629,3,,,,,,,70,90,49.277,54.709,57.421,2,,,,,,,,,,,,,55,0,40.82,68.263,70.872,3,,,,,,,,,,,,,,,,,,,,,,,,,60,80,68.648,78.545,80.339,2,,,,,,,,,,,,,40,0,48.386,50.37,57.059,2,,,,,,,,,,,,,,,,,,,34,Some college but no degree,White,,Male,,2
8/26/21 14:31,8/26/21 14:38,IP Address,96.244.213.97,100,458,TRUE,8/26/21 14:38,R_2t2IwuFDl6uNmfn,,,,,39.01300049,-76.67420197,anonymous,EN,90,40,51.33,61.611,63.912,2,,,,,,,,,,,,,,,,,,,0,0,36.905,40.775,42.529,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,40.251,47.594,49.582,2,,,,,,,,,,,,,,,,,,,,,,,,,100,100,44.936,53.09,54.718,3,60,0,35.754,39.147,41.902,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,50.003,54.3,56.565,2,,,,,,,,,,,,,,,,,,,85,0,43.471,47.034,50.038,2,,,,,,,49,Bachelor's degree in college (4-year),Black or African American,,Female,,1
8/26/21 14:30,8/26/21 14:39,IP Address,98.223.154.250,100,511,TRUE,8/26/21 14:39,R_27Jum8ICzzonP80,,,,,41.90139771,-88.75150299,anonymous,EN,51,0,29.112,34.123,35.574,3,,,,,,,,,,,,,,,,,,,,,,,,,45,0,35.329,38.974,44.517,3,,,,,,,,,,,,,,,,,,,70,100,40.464,45.958,47.766,2,,,,,,,,,,,,,0,0,19.435,21.873,24.303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,18,19.217,23.871,25.828,2,,,,,,,51,0,206.703,211.039,212.838,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,42.034,47.729,49.348,2,,,,,,,50,Bachelor's degree in college (4-year),White,,Female,,5
8/26/21 14:29,8/26/21 14:39,IP Address,67.163.9.149,100,577,TRUE,8/26/21 14:39,R_3PNbWuX7NfGfLP8,,,,,41.87379456,-87.96679688,anonymous,EN,,,,,,,,,,,,,0,0,32.47,36.63,40.516,2,,,,,,,,,,,,,80,100,61.933,81.157,88.811,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,100,42.961,46.673,52.07,2,,,,,,,,,,,,,3,0,33.372,38.677,41.98,2,,,,,,,,,,,,,,,,,,,,,,,,,86,100,32.387,34.507,38.071,2,5,0,109.017,162.015,163.201,4,,,,,,,,,,,,,,,,,,,,,,,,,80,100,69.795,105.543,107.934,5,,,,,,,,,,,,,47,Bachelor's degree in college (4-year),White,,Female,,2
8/26/21 14:30,8/26/21 14:39,IP Address,173.59.2.128,100,538,TRUE,8/26/21 14:39,R_3qvRjRBft27q9Rl,,,,,39.86700439,-75.59279633,anonymous,EN,55,40,28.596,57.066,58.94,7,,,,,,,,,,,,,,,,,,,,,,,,,60,50,25.403,56.997,59.127,10,,,,,,,,,,,,,,,,,,,,,,,,,45,30,8.638,107.914,109.51,12,,,,,,,,,,,,,,,,,,,60,40,18.264,35.049,36.786,7,,,,,,,,,,,,,,,,,,,,,,,,,70,50,10.074,88.807,90.424,13,,,,,,,70,66,4.965,66.194,68.131,14,,,,,,,,,,,,,,,,,,,50,40,22.666,42.22,51.888,6,,,,,,,,,,,,,50,Less than high school degree,White,,Female,,4
8/26/21 14:37,8/26/21 14:39,IP Address,71.69.96.60,100,153,TRUE,8/26/21 14:39,R_2tzit38OOIMMhaV,,,,,35.05619812,-80.81939697,anonymous,EN,,,,,,,,,,,,,82,88,19,21.648,22.425,2,,,,,,,,,,,,,,,,,,,,,,,,,78,79,4.514,6.569,20.255,2,,,,,,,87,84,18.101,22.167,23.064,4,,,,,,,,,,,,,,,,,,,83,83,8.258,10.454,11.227,3,,,,,,,,,,,,,,,,,,,,,,,,,83,92,2.43,15.482,16.245,4,,,,,,,84,88,13.916,16.286,17.175,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,95,18.138,19.633,20.598,2,,,,,,,37,Master's degree,South Asian,,Female,,5
8/26/21 14:28,8/26/21 14:39,IP Address,68.102.182.181,100,656,TRUE,8/26/21 14:39,R_1E4CVByOjx8cT9z,,,,,38.37460327,-97.67299652,anonymous,EN,,,,,,,,,,,,,,,,,,,0,0,3.735,42.646,43.143,6,,,,,,,,,,,,,0,0,4.053,47.414,47.934,6,,,,,,,,,,,,,0,0,3.294,45.869,46.413,8,,,,,,,,,,,,,0,0,1.958,23.72,27.51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,3.178,50.838,51.9,6,,,,,,,,,,,,,99,0,3.629,32.175,34.573,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,4.126,73.927,74.511,7,38,Some college but no degree,White,,Female,,4
8/26/21 14:29,8/26/21 14:39,IP Address,70.187.248.71,100,603,TRUE,8/26/21 14:39,R_A5xWUjBUJksKDMB,,,,,33.54719543,-117.6237946,anonymous,EN,2,0,8.929,65.179,78.884,5,,,,,,,,,,,,,,,,,,,0,0,4.832,53.93,61.904,5,,,,,,,,,,,,,,,,,,,10,0,67.384,73.215,77.482,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,42.703,49.894,57.86,2,,,,,,,,,,,,,,,,,,,65,0,60.075,67.092,71.187,3,,,,,,,22,0,81.667,96.998,104.4,4,,,,,,,,,,,,,,,,,,,0,0,29.899,35.982,41.96,2,,,,,,,,,,,,,,,,,,,43,Associate degree in college (2-year),White,,Female,,2
8/26/21 14:34,8/26/21 14:40,IP Address,47.25.235.94,100,306,TRUE,8/26/21 14:40,R_2vZGf21QqRgOikq,,,,,44.92410278,-123.3247986,anonymous,EN,,,,,,,80,70,11.653,74.516,75.643,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.035,25.466,26.919,4,,,,,,,,,,,,,75,90,30.048,56.748,58.081,5,,,,,,,,,,,,,0,0,12.073,16.142,18.464,2,,,,,,,,,,,,,,,,,,,80,0,4.596,24.441,25.674,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,10.566,42.471,43.243,8,,,,,,,,,,,,,,,,,,,100,0,5.97,35.358,36.322,4,,,,,,,34,Bachelor's degree in college (4-year),White,,Male,,1
8/26/21 14:35,8/26/21 14:40,IP Address,70.172.40.246,100,252,TRUE,8/26/21 14:40,R_30pc9DW04qOot9q,,,,,33.60679626,-112.2278976,anonymous,EN,,,,,,,,,,,,,,,,,,,100,100,71.89,72.912,73.818,2,,,,,,,,,,,,,,,,,,,100,100,20.752,22.391,23.135,3,50,0,9.04,15.909,18.925,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,24.344,25.891,26.596,2,70,0,19.064,20.178,20.727,2,,,,,,,,,,,,,,,,,,,,,,,,,100,100,36.795,37.917,38.739,2,,,,,,,,,,,,,,,,,,,100,100,16.881,22.966,23.637,2,,,,,,,,,,,,,36,Bachelor's degree in college (4-year),White,,Female,,2
8/26/21 14:31,8/26/21 14:40,IP Address,68.200.33.79,100,523,TRUE,8/26/21 14:40,R_2rYep6QE6fNrG5K,,,,,28.83479309,-82.32620239,anonymous,EN,50,0,50.521,68.915,70.191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,49.304,63.577,65.257,6,,,,,,,,,,,,,,,,,,,,,,,,,100,90,56.903,68.238,69.631,3,25,0,24.546,30.505,31.679,3,,,,,,,,,,,,,,,,,,,75,0,45.318,57.242,59.164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,90,66.289,81.824,83.444,4,50,0,92.864,99.277,100.875,3,,,,,,,,,,,,,,,,,,,55,Associate degree in college (2-year),White,,Male,,4
8/26/21 14:38,8/26/21 14:40,IP Address,184.57.164.219,100,140,TRUE,8/26/21 14:40,R_xmi8xK1N6N9tLK9,,,,,39.68229675,-84.15940094,anonymous,EN,,,,,,,100,7,22.114,24.371,25.975,2,,,,,,,,,,,,,78,0,16.791,18.8,20.516,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97,10.227,12.036,13.376,2,,,,,,,,,,,,,,,,,,,100,99,13.186,14.746,15.809,2,,,,,,,98,0,5.832,8.312,9.591,2,,,,,,,,,,,,,,,,,,,,,,,,,81,3,8,19.299,20.272,3,,,,,,,96,0,3.889,5.863,6.836,2,,,,,,,,,,,,,,,,,,,28,Bachelor's degree in college (4-year),White,,Male,,3
8/26/21 14:29,8/26/21 14:40,IP Address,45.146.55.220,100,676,TRUE,8/26/21 14:40,R_2EaflWXLNXz8GZe,,,,,39.20869446,-81.66040039,anonymous,EN,100,0,62.371,65.347,66.848,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,5.92,91.922,92.768,4,,,,,,,,,,,,,,,,,,,100,100,79.927,82.682,84.138,2,,,,,,,,,,,,,0,0,45.164,55.482,64.027,2,,,,,,,,,,,,,,,,,,,,,,,,,100,100,0.201,100.863,101.679,4,,,,,,,,,,,,,,,,,,,100,100,5.089,113.403,114.482,5,0,0,53.67,55.69,56.893,2,,,,,,,,,,,,,,,,,,,40,Bachelor's degree in college (4-year),"White,Hispanic or Latino",,Female,,1
8/26/21 14:29,8/26/21 14:41,IP Address,162.193.23.43,100,693,TRUE,8/26/21 14:41,R_28TVzFSahtL7dOY,,,,,29.70089722,-95.58850098,anonymous,EN,70,16,54.081,98.531,100.966,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,17,215.301,231.014,232.298,7,66,21,2.169,23.995,25.67,6,,,,,,,,,,,,,,,,,,,72,11,12.579,15.424,16.441,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,11,19.752,38.234,39.245,11,,,,,,,,,,,,,50,83,49.892,56.38,58.329,3,,,,,,,,,,,,,,,,,,,,,,,,,83,10,20.176,35.258,36.357,6,,,,,,,30,Bachelor's degree in college (4-year),White,,Male,,1
